Event,Site,Date,Round,White,Black,Result,BlackClock,BlackElo,BlackRD,ECO,FICSGamesDBGameNo,PlyCount,Time,TimeControl,WhiteClock,WhiteElo,WhiteRD,AvgEvalOpening,AvgEvalMiddle,AvgEvalEnd,AvgEmtOpening,AvgEmtMiddle,AvgEmtEnd,ResultComment,BlackIsComp,WhiteIsComp
FICS rated standard game,FICS freechess.org,2022.04.23,?,entrenamiento,damouno,0-1,0:15:00.000,2264,0.0,B20,511460616,84,00:53:00,900+0,0:15:00.000,1774,0.0,-32.241379310344826,-540.2142857142857,-637.2857142857143,0.7133214285714286,2.236107142857143,2.080111111111111,[%emt 2.503] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,passatbmw,exeComp,0-1,0:15:00.000,2729,0.0,C45,511459908,52,22:51:00,900+5,0:15:00.000,1376,0.0,-102.05555555555556,-389.6470588235294,-794.3333333333334,3.2282941176470588,3.581941176470588,3.4410000000000003,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,meroramadan,UtoBcrushed,0-1,0:25:00.000,2181,0.0,B40,511459374,86,21:24:00,1500+0,0:25:00.000,1882,0.0,150.6551724137931,329.17857142857144,1.4565217391304348,1.8617857142857142,1.2935714285714284,5.0760000000000005,[%emt 5.314] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,GriffyJr,Betin,0-1,0:15:00.000,1948,0.0,C40,511459276,102,21:32:00,900+0,0:15:00.000,2078,0.0,-232.45714285714286,-513.0882352941177,-713.8461538461538,0.26891176470588235,1.4838235294117645,0.2228181818181818,[%emt 3.417] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Betin,GriffyJr,0-1,0:15:00.000,2073,0.0,A46,511459234,54,21:29:00,900+0,0:15:00.000,1953,0.0,34.8421052631579,35.55555555555556,-171.1818181818182,0.2537222222222222,0.45288888888888895,1.568470588235294,[%emt 0.1] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,GriffyJr,Betin,1-0,0:15:00.000,1959,0.0,C40,511459200,107,21:23:00,900+0,0:15:00.000,2067,0.0,-230.75,-31.65714285714286,562.9142857142857,0.45591428571428566,1.4526571428571426,0.49388571428571426,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Betin,GriffyJr,1-0,0:15:00.000,2078,0.0,A46,511459124,105,21:16:00,900+0,0:15:00.000,1948,0.0,145.44444444444446,367.34285714285716,773.7647058823529,0.520257142857143,0.4368285714285714,0.4720882352941177,[%emt 4.18] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2759,0.0,B90,511458480,111,19:47:00,900+0,0:15:00.000,2817,0.0,24.0,-30.027027027027028,-4.055555555555555,2.621837837837838,3.2471621621621622,1.48175,[%emt 5.821] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,BIONCHESS,xandor,0-1,0:45:00.000,2543,0.0,D47,511457646,112,16:00:00,2700+45,0:45:00.000,2259,0.0,21.81578947368421,-39.5945945945946,-118.08571428571429,9.895054054054055,22.61178378378378,18.002351351351347,[%emt 11.976] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,MichaelOgbeide,blore,1/2-1/2,0:15:00.000,1911,0.0,C50,511457628,89,18:16:00,900+0,0:15:00.000,2182,0.0,18.366666666666667,55.37931034482759,-31.879310344827587,0.7185517241379309,2.8090000000000006,1.5507241379310346,[%emt 19.58] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,blore,MichaelOgbeide,1/2-1/2,0:15:00.000,2187,0.0,B20,511457396,132,17:50:00,900+0,0:15:00.000,1906,0.0,62.8,184.8409090909091,146.09302325581396,1.3809318181818184,2.369659090909091,1.5895116279069765,[%emt 1.543] Game drawn by mutual agreement,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,chessloon,konozrout,1-0,0:15:00.000,2323,0.0,C30,511456580,61,17:00:00,900+0,0:15:00.000,2327,0.0,86.9047619047619,481.8,774.8888888888889,2.4465,1.62705,2.98335,[%emt 9.663] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,hastrman,chessloon,0-1,0:15:00.000,2324,0.0,B32,511456368,60,16:46:00,900+0,0:15:00.000,1961,0.0,63.523809523809526,-151.2,-569.4444444444445,0.7797000000000001,4.059900000000001,3.5981578947368424,[%emt 9.583] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2818,0.0,D43,511456254,71,16:37:00,900+0,0:15:00.000,2758,0.0,19.541666666666668,9.173913043478262,-5.608695652173913,0.13395652173913045,3.311869565217391,10.095956521739131,[%emt 13.388] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,pikozrout,family,0-1,0:15:00.000,2048,0.0,C00,511456000,360,16:06:00,900+0,0:15:00.000,2312,0.0,101.29752066115702,85.8,45.02803738317757,2.163858333333333,0.5160333333333333,0.4370588235294117,[%emt 1.788] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2757,0.0,C11,511455750,154,15:52:00,900+0,0:15:00.000,2819,0.0,43.82692307692308,3.2549019607843137,-0.803921568627451,2.4687647058823528,2.044901960784314,0.827156862745098,[%emt 3.073] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,JAMerolle,MichaelOgbeide,0-1,0:15:00.000,2182,0.0,A00,511455656,71,15:52:00,900+0,0:15:00.000,2020,0.0,-82.95833333333333,-167.04347826086956,-412.7391304347826,1.5361304347826088,2.6871739130434786,3.6439130434782605,[%emt 24.441] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,family,pikozrout,0-1,0:15:00.000,2307,0.0,D02,511455556,138,15:44:00,900+0,0:15:00.000,2051,0.0,70.8936170212766,1.065217391304348,-423.42857142857144,2.541565217391304,2.4145217391304348,0.8713333333333332,[%emt 0.237] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,ChessSuprime,JAMerolle,1-0,0:20:00.000,2028,0.0,B00,511455218,91,15:08:00,1200+10,0:20:00.000,2049,0.0,-14.548387096774194,-47.63333333333333,672.5384615384615,3.505333333333333,5.416766666666665,5.272900000000002,[%emt 19.484] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Notarious,Atilachess,1-0,0:15:00.000,1558,0.0,C41,511455116,65,15:18:00,900+5,0:15:00.000,2819,0.0,110.54545454545455,378.14285714285717,353.28125,2.278142857142857,5.804380952380952,3.3602857142857143,[%emt 0.474] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2820,0.0,D73,511454370,99,14:33:00,900+0,0:15:00.000,2756,0.0,-9.382352941176471,-32.06060606060606,-8.53125,2.244393939393939,2.39839393939394,1.547875,[%emt 6.565] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,MichaelOgbeide,blore,1-0,0:15:00.000,1935,0.0,C50,511454080,129,14:07:00,900+0,0:15:00.000,2179,0.0,47.40909090909091,335.3720930232558,564.5,2.7530697674418607,1.9939302325581396,0.8458333333333333,[%emt 3.171] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.22,?,feligres,kamenozrout,1-0,0:15:00.000,2208,0.0,C13,511453836,43,14:12:00,900+1,0:15:00.000,2727,0.0,51.333333333333336,121.85714285714286,510.85714285714283,0.09292857142857144,2.338357142857143,3.390785714285714,[%emt 27.769] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,kamenozrout,feligres,0-1,0:15:00.000,2725,0.0,D07,511453708,48,14:02:00,900+1,0:15:00.000,2209,0.0,35.8235294117647,-98.6875,-497.0,0.09506250000000002,2.5452500000000002,4.116133333333334,[%emt 10.813] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Notarious,ArasanX,1/2-1/2,0:15:00.000,2755,0.0,C89,511453642,275,13:40:00,900+0,0:15:00.000,2821,0.0,27.815217391304348,3.67032967032967,0.4835164835164835,2.731736263736263,0.5899670329670329,0.27401098901098897,[%emt 0.392] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,feligres,konozrout,1-0,0:15:00.000,2325,0.0,C67,511453206,83,13:25:00,900+1,0:15:00.000,2720,0.0,26.464285714285715,198.55555555555554,2070.3333333333335,0.10251851851851855,3.3969259259259266,1.8458148148148146,[%emt 14.28] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,ArasanX,Notarious,1/2-1/2,0:15:00.000,2823,0.0,C67,511453110,227,13:08:00,900+0,0:15:00.000,2753,0.0,21.63157894736842,1.4133333333333333,-4.386666666666667,2.1864133333333333,0.67104,0.3542333333333333,[%emt 0.168] Game drawn by mutual agreement,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,konozrout,feligres,0-1,0:15:00.000,2715,0.0,B10,511452936,74,13:05:00,900+1,0:15:00.000,2327,0.0,-14.76,-76.95833333333333,-497.91666666666663,2.222541666666667,3.480541666666667,2.0341458333333335,[%emt 14.378] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,feligres,konozrout,1-0,0:15:00.000,2329,0.0,E34,511452624,69,12:49:00,900+1,0:15:00.000,2710,0.0,32.666666666666664,221.30434782608697,630.0454545454545,0.0986521739130435,3.478347826086957,2.4217272727272725,[%emt 17.661] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,konozrout,feligres,0-1,0:15:00.000,2705,0.0,D32,511452378,104,12:22:00,900+1,0:15:00.000,2331,0.0,-11.314285714285715,-75.52941176470588,-356.25,1.5649705882352942,4.554029411764706,1.502426470588235,[%emt 7.975] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,IFDThor,gerichan,0-1,1:30:00.000,2046,0.0,A44,511452282,114,12:24:00,5400+90,1:30:00.000,2142,0.0,15.076923076923077,52.578947368421055,-332.0571428571429,0.5758421052631578,1.875736842105263,2.0437027027027024,[%emt 10.717] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,exeComp,NOOBHEAD,1-0,0:15:00.000,1720,0.0,A40,511452096,49,12:09:00,900+5,0:15:00.000,2729,0.0,264.88235294117646,531.625,697.0,3.005,6.615875,3.271,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,gerichan,IFDThor,1-0,1:30:00.000,2153,0.0,B12,511452042,97,12:12:00,5400+90,1:30:00.000,2035,0.0,126.3030303030303,429.65625,580.90625,1.1096249999999999,1.0883125,1.8865312499999998,[%emt 13.506] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,feligres,konozrout,1-0,0:15:00.000,2333,0.0,C45,511451966,71,11:59:00,900+1,0:15:00.000,2699,0.0,59.416666666666664,166.56521739130434,664.8478260869565,1.3504347826086958,3.988086956521739,2.9424347826086956,[%emt 7.185] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,konozrout,feligres,1/2-1/2,0:15:00.000,2721,0.0,E55,511451756,88,11:41:00,900+1,0:15:00.000,2327,0.0,28.566666666666666,-22.517241379310345,9.03448275862069,0.10137931034482758,3.9518275862068974,3.7098620689655175,[%emt 0.1] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,TAJUDIN,Speyside,0-1,0:30:00.000,2126,0.0,C23,511451610,134,11:02:00,1800+0,0:30:00.000,1941,0.0,213.82222222222222,-158.27272727272728,-316.0,2.4919772727272727,3.660909090909091,1.710375,[%emt 0.1] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,feligres,konozrout,1-0,0:15:00.000,2329,0.0,D49,511451438,61,11:24:00,900+1,0:15:00.000,2715,0.0,29.571428571428573,161.55,487.1,0.0975,2.13305,3.5707999999999998,[%emt 23.35] Black resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Ruvarashe,Notarious,0-1,0:15:00.000,2823,0.0,A07,511451294,30,11:15:00,900+5,0:15:00.000,1819,0.0,7.909090909090909,-25.6,-32.888888888888886,3.123,5.177900000000001,3.15,[%emt 8.729] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Notarious,ArasanX,1/2-1/2,0:20:00.000,2751,0.0,B33,511451144,101,10:43:00,1200+0,0:20:00.000,2825,0.0,35.73529411764706,21.484848484848484,3.4545454545454546,1.348818181818182,3.5027575757575757,1.8504999999999998,[%emt 67.838] Game drawn by repetition,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,SEPry,hejkal,1-0,0:15:00.000,1920,0.0,D00,511451122,71,10:47:00,900+0,0:15:00.000,2223,0.0,78.58333333333333,251.56521739130434,274.5,3.2318260869565214,3.6338260869565224,3.29704347826087,[%emt 13.025] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Speyside,TAJUDIN,1-0,0:30:00.000,1945,0.0,C00,511451014,67,10:27:00,1800+0,0:30:00.000,2122,0.0,58.82608695652174,67.81818181818181,628.3125,2.4339090909090912,4.078045454545454,4.610227272727273,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,hejkal,SEPry,0-1,0:15:00.000,2221,0.0,D50,511450808,62,10:28:00,900+0,0:15:00.000,1922,0.0,47.095238095238095,-375.75,-864.5,3.6298000000000004,4.33085,4.451225,[%emt 12.196] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,TAJUDIN,Speyside,0-1,0:30:00.000,2118,0.0,C59,511450566,86,09:43:00,1800+0,0:30:00.000,1949,0.0,-3.5172413793103448,73.71428571428571,-162.1086956521739,3.8158928571428574,6.23967857142857,2.992732142857143,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,IFDThor,gerichan,0-1,1:30:00.000,2024,0.0,A44,511450544,192,10:01:00,5400+90,1:30:00.000,2164,0.0,-250.44615384615383,-83.953125,-277.0,0.74096875,1.570984375,1.3921269841269839,[%emt 7.097] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,SEPry,hejkal,0-1,0:15:00.000,1908,0.0,B02,511450524,94,09:57:00,900+0,0:15:00.000,2235,0.0,44.84375,-91.70967741935483,-527.1935483870968,4.185387096774194,4.346129032258064,1.3200967741935485,[%emt 7.898] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Speyside,TAJUDIN,1-0,0:30:00.000,1954,0.0,A40,511450016,125,08:55:00,1800+0,0:30:00.000,2113,0.0,182.35714285714286,71.46341463414635,196.59722222222223,3.5320731707317066,3.755585365853659,4.997987804878049,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,gerichan,IFDThor,0-1,1:30:00.000,2159,0.0,B12,511449848,54,09:20:00,5400+90,1:30:00.000,2029,0.0,64.42105263157895,389.5,-2.4705882352941178,0.2581111111111112,2.2505555555555556,8.104470588235294,[%emt 0.1] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,konozrout,feligres,0-1,0:15:00.000,2709,0.0,D18,511449686,92,09:00:00,900+1,0:15:00.000,2331,0.0,54.67741935483871,3.9,-634.4333333333334,0.6867666666666667,3.6710333333333334,1.88785,[%emt 12.046] White resigns,Yes,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,IFDThor,gerichan,0-1,1:30:00.000,2018,0.0,A81,511449610,50,09:06:00,5400+90,1:30:00.000,2170,0.0,41.05882352941177,-25.5625,-347.46875,0.7893125000000001,1.6908124999999998,0.89703125,[%emt 7.741] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,attjep,kamenozrout,0-1,0:15:00.000,2207,0.0,C42,511449402,59,08:44:00,900+0,0:15:00.000,1800,0.0,30.85,234.89473684210526,243.8684210526316,0.8918947368421052,3.322263157894737,0.8842631578947368,[%emt 2.777] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,gerichan,IFDThor,1-0,1:30:00.000,2182,0.0,B12,511449392,49,08:48:00,5400+90,1:30:00.000,2006,0.0,127.29411764705883,229.875,498.25,0.3854375,2.0271875,2.1339375,[%emt 11.4] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,TAJUDIN,Speyside,0-1,0:30:00.000,2108,0.0,C23,511449380,146,07:57:00,1800+0,0:30:00.000,1959,0.0,237.08163265306123,306.3125,-47.07446808510638,4.841875,4.258249999999999,1.2204270833333333,[%emt 0.1] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,GriffySr,gerichan,1-0,0:05:00.000,2010,0.0,A80,511449242,51,08:35:00,300+90,0:05:00.000,2190,0.0,9.166666666666666,30.647058823529413,-232.375,1.012470588235294,2.124411764705882,1.4613125,[%emt 0.113] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Speyside,TAJUDIN,0-1,0:30:00.000,1947,0.0,B07,511448758,92,07:12:00,1800+0,0:30:00.000,2120,0.0,193.41935483870967,303.4,7.966666666666667,5.3223666666666665,5.372233333333335,1.2754333333333334,[%emt 3.002] White checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,gerichan,IFDThor,1-0,1:30:00.000,2194,0.0,B22,511448538,93,07:26:00,5400+90,1:30:00.000,1998,0.0,157.40625,348.7741935483871,706.9,0.5233548387096774,1.6680322580645164,1.1844000000000001,[%emt 4.937] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,IFDThor,gerichan,1-0,1:30:00.000,2002,0.0,A44,511448414,55,07:16:00,5400+90,1:30:00.000,2190,0.0,67.6842105263158,-37.44444444444444,-46.0,0.3105,0.2912777777777778,1.0153333333333334,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,gerichan,IFDThor,0-1,1:30:00.000,2186,0.0,B22,511448376,38,07:07:00,5400+90,1:30:00.000,2006,0.0,29.846153846153847,-43.75,-93.75,0.3505833333333333,3.88775,0.7251666666666666,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,TAJUDIN,Speyside,1-0,0:30:00.000,2132,0.0,C26,511448344,105,06:26:00,1800+0,0:30:00.000,1935,0.0,-9.722222222222221,604.1911764705883,1636.9,4.095371428571428,4.299199999999999,1.8073529411764704,[%emt 2.219] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Speyside,TAJUDIN,1-0,0:30:00.000,1939,0.0,B07,511447912,71,05:33:00,1800+0,0:30:00.000,2128,0.0,62.625,342.6521739130435,380.3125,3.8373913043478267,3.888652173913043,2.625978260869565,[%emt 0.1] Black checkmated,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,IFDThor,gerichan,1-0,1:30:00.000,2010,0.0,A80,511447892,49,06:01:00,5400+90,1:30:00.000,2182,0.0,75.23529411764706,15.8125,55.6875,1.1832500000000001,1.3234375,1.1389999999999998,[%emt 0.1] Black forfeits by disconnection,,Yes
FICS rated standard game,FICS freechess.org,2022.04.22,?,Geforce,foggydew,1-0,0:15:00.000,2206,0.0,B11,511447158,53,04:22:00,900+0,0:15:00.000,2331,0.0,24.5,73.29411764705883,162.66666666666666,1.1934117647058822,1.4213529411764707,0.8209705882352941,[%emt 1.071] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.22,?,Fente,GriffySr,0-1,0:15:00.000,2198,0.0,A20,511446306,40,01:54:00,900+0,0:15:00.000,2029,0.0,17.857142857142858,-146.76923076923077,-296.4,1.1246153846153848,7.123615384615385,3.0471538461538463,[%emt 0.142] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,Indrayoga,kamenozrout,0-1,0:15:00.000,2203,0.0,B52,511445720,54,23:38:00,900+0,0:15:00.000,1984,0.0,30.157894736842106,141.38888888888889,361.4117647058824,3.7528333333333332,5.123222222222222,3.3118823529411765,[%emt 0.24] White forfeits on time,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,Indrayoga,Speyside,1-0,0:30:00.000,2140,0.0,B51,511445562,55,23:02:00,1800+0,0:30:00.000,1972,0.0,76.94736842105263,498.55555555555554,708.7142857142857,3.311055555555556,4.515777777777777,4.1385555555555555,[%emt 6.264] Black checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,bebertherbar,JAMerolle,1-0,0:20:00.000,2027,0.0,B00,511442808,91,17:33:00,1200+10,0:20:00.000,2012,0.0,171.25806451612902,214.23333333333332,411.2307692307692,3.8690333333333333,4.959433333333334,4.775933333333334,[%emt 14.125] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,pietroa,HaStudent,1-0,0:45:00.000,1928,0.0,C25,511442404,49,14:59:00,2700+45,0:45:00.000,2088,0.0,71.82352941176471,98.6875,391.4375,11.7619375,12.733,9.270624999999999,[%emt 18.377] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,blore,MichaelOgbeide,0-1,0:15:00.000,2176,0.0,C14,511441532,107,16:43:00,900+0,0:15:00.000,1920,0.0,27.75,-232.9142857142857,-421.8857142857143,1.4048285714285713,1.3462571428571428,0.6452571428571429,[%emt 2.14] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,MichaelOgbeide,blore,1-0,0:15:00.000,1923,0.0,D20,511441310,47,16:36:00,900+0,0:15:00.000,2173,0.0,48.4375,59.666666666666664,384.3666666666667,0.7140000000000001,1.7427333333333335,0.7594666666666667,[%emt 11.383] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,blore,MichaelOgbeide,1-0,0:15:00.000,2186,0.0,C14,511441198,57,16:19:00,900+0,0:15:00.000,1910,0.0,-4.55,-115.78947368421052,53.77777777777778,0.7013157894736842,3.3098421052631584,3.1455555555555557,[%emt 4.041] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,Limbor,foggydew,0-1,0:15:00.000,2204,0.0,A28,511440232,76,15:19:00,900+0,0:15:00.000,1895,0.0,63.23076923076923,79.72,-211.08,1.9013600000000002,2.9245599999999996,2.57244,[%emt 10.922] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,family,konozrout,0-1,0:15:00.000,2328,0.0,D02,511440106,346,14:57:00,900+0,0:15:00.000,2062,0.0,-73.38793103448276,64.41739130434783,-42.95977011494253,2.0298,0.5162000000000001,0.4941043478260869,[%emt 0.333] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,Limbor,kamenozrout,0-1,0:15:00.000,2200,0.0,A33,511439942,29,15:15:00,900+0,0:15:00.000,1897,0.0,31.4,15.88888888888889,-8.88888888888889,0.3872222222222222,1.610111111111111,1.1345555555555558,[%emt 7.643] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,IFDThor,Aromas,0-1,0:15:00.000,1877,0.0,D45,511439898,38,15:15:00,900+0,0:15:00.000,2196,0.0,29.923076923076923,-129.83333333333334,-555.5625,0.25533333333333336,0.3999166666666667,0.14841666666666667,[%emt 6.422] White resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.21,?,Aromas,IFDThor,0-1,0:15:00.000,2194,0.0,B10,511439884,82,15:10:00,900+0,0:15:00.000,1879,0.0,205.85714285714286,57.7037037037037,-467.22222222222223,0.5807037037037036,0.35455555555555557,0.8214074074074075,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,IFDThor,Aromas,1-0,0:15:00.000,1881,0.0,D45,511439804,47,15:08:00,900+0,0:15:00.000,2192,0.0,34.5625,78.2,543.7666666666667,0.2744,0.7212,1.1853,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.21,?,Aromas,IFDThor,0-1,0:15:00.000,2190,0.0,B30,511439762,86,15:05:00,900+0,0:15:00.000,1883,0.0,-75.10344827586206,-27.464285714285715,-487.1428571428571,0.3134642857142857,0.6063214285714286,0.2851428571428571,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,IFDThor,Aromas,1-0,0:15:00.000,1885,0.0,D45,511439726,55,15:02:00,900+0,0:15:00.000,2188,0.0,65.10526315789474,-143.44444444444446,-241.88888888888889,0.3297222222222222,0.487,0.3601111111111111,[%emt 0.1] Black resigns,,Yes
FICS rated standard game,FICS freechess.org,2022.04.21,?,Aromas,IFDThor,0-1,0:15:00.000,2186,0.0,B10,511439698,78,14:58:00,900+0,0:15:00.000,1887,0.0,164.03703703703704,51.34615384615385,-142.48,0.4484230769230769,0.40603846153846146,0.7190000000000001,[%emt 0.1] White resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,Atilachess,Notarious,0-1,0:15:00.000,2825,0.0,C45,511439564,68,14:34:00,900+0,0:15:00.000,1533,0.0,-3.869565217391304,-380.1363636363636,-400.8235294117647,2.1851818181818183,3.704045454545455,1.7570000000000001,[%emt 0.504] White checkmated,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,floare,keenantey,1-0,0:10:00.000,1980,0.0,B32,511439374,29,14:34:00,600+10,0:10:00.000,2052,0.0,115.0,239.0,510.1111111111111,0.4437777777777778,3.2778888888888886,2.2831111111111113,[%emt 2.324] Black resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,keenantey,floare,0-1,0:10:00.000,2045,0.0,D00,511439252,52,14:10:00,600+10,0:10:00.000,1987,0.0,-16.11111111111111,-109.47058823529412,-248.47058823529412,1.1672941176470588,3.2714705882352937,9.489764705882353,[%emt 23.879] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,gerichan,IFDThor,1-0,1:30:00.000,2198,0.0,B12,511438388,137,13:16:00,5400+90,1:30:00.000,1998,0.0,335.2826086956522,317.46666666666664,555.1666666666666,0.8302444444444446,0.9292222222222223,0.8761888888888888,[%emt 6.786] Black resigns,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,kunde,DrawBeam,1/2-1/2,0:15:00.000,1979,0.0,B21,511437506,97,12:19:00,900+0,0:15:00.000,2050,0.0,26.242424242424242,145.15625,37.90625,0.42253124999999997,2.9831250000000002,1.20784375,[%emt 1.619] Game drawn by repetition,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,gerichan,IFDThor,0-1,1:30:00.000,2194,0.0,B22,511436866,48,11:53:00,5400+90,1:30:00.000,2002,0.0,33.11764705882353,41.75,-116.4,0.850875,1.044125,1.1548666666666667,[%emt 0.1] White forfeits by disconnection,Yes,
FICS rated standard game,FICS freechess.org,2022.04.21,?,rodnojo,kunde,0-1,0:15:00.000,2043,0.0,C41,511435834,88,10:42:00,900+0,0:15:00.000,1987,0.0,1.8333333333333333,-377.7586206896552,-461.6896551724138,0.8905517241379309,1.3132758620689655,1.9145172413793103,[%emt 11.098] White resigns,,
FICS rated standard game,FICS freechess.org,2022.04.21,?,IFDThor,gerichan,1-0,1:30:00.000,2006,0.0,A83,511435622,17,10:37:00,5400+90,1:30:00.000,2190,0.0,13.833333333333334,4.2,210.3,0.20659999999999998,0.4194,0.6739999999999999,[%emt 0.1] Black resigns,,Yes
